GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
105369663	7.21e-02	4.05e-02	0.1797	-2.0486521	-3.68e-01	452.87	LOC105369663	uncharacterized LOC105369663
112268297	7.21e-02	4.05e-02	0.4029	2.0484338	8.25e-01	9.83	LOC112268297	uncharacterized LOC112268297
101929374	7.22e-02	4.05e-02	0.5805	2.0482287	1.19	33.23	LINC01659	long intergenic non-protein coding RNA 1659
114789	7.22e-02	4.06e-02	0.2382	2.0478011	4.88e-01	1873.97	SLC25A25	solute carrier family 25 member 25
57477	7.22e-02	4.06e-02	0.2093	-2.0477955	-4.29e-01	1226.59	SHROOM4	shroom family member 4
3590	7.23e-02	4.06e-02	0.3629	-2.0474728	-7.43e-01	434.64	IL11RA	interleukin 11 receptor subunit alpha
55684	7.23e-02	4.06e-02	0.091	2.0472816	1.86e-01	4133.83	RABL6	RAB, member RAS oncogene family like 6
134111	7.24e-02	4.07e-02	0.6295	-2.0468527	-1.29	115.99	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
6204	7.24e-02	4.07e-02	0.1269	-2.04676	-2.60e-01	16558.2	RPS10	ribosomal protein S10
112268457	7.24e-02	4.07e-02	0.6266	-2.0467121	-1.28	117.7	LOC112268457	
105374985	7.24e-02	4.07e-02	0.2826	2.0466428	5.78e-01	52.8	LOC105374985	
9619	7.25e-02	4.07e-02	0.3883	2.0462989	7.95e-01	3611.58	ABCG1	ATP binding cassette subfamily G member 1
100861517	7.25e-02	4.07e-02	0.195	2.0460733	3.99e-01	55.04	OCIAD1-AS1	OCIAD1 antisense RNA 1
105379054	7.25e-02	4.08e-02	0.471	2.0457959	9.63e-01	56.07	VCAN-AS1	VCAN antisense RNA 1
10058	7.26e-02	4.08e-02	0.1774	-2.0454056	-3.63e-01	728.46	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
100529239	7.26e-02	4.08e-02	0.1218	-2.0452261	-2.49e-01	17267.5	RPS10-NUDT3	RPS10-NUDT3 readthrough
256051	7.26e-02	4.08e-02	0.1304	-2.045087	-2.67e-01	381.75	ZNF549	zinc finger protein 549
23212	7.27e-02	4.09e-02	0.1618	2.0449676	3.31e-01	934.92	RRS1	ribosome biogenesis regulator 1 homolog
55857	7.27e-02	4.09e-02	0.2136	-2.0444075	-4.37e-01	1562.58	KIZ	kizuna centrosomal protein
10250	7.28e-02	4.09e-02	0.1741	2.0441789	3.56e-01	4974.23	SRRM1	serine and arginine repetitive matrix 1
4717	7.28e-02	4.10e-02	0.0982	-2.0440234	-2.01e-01	948.46	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1
130940	7.28e-02	4.10e-02	0.3821	2.0437812	7.81e-01	65.84	CCDC148	coiled-coil domain containing 148
11051	7.28e-02	4.10e-02	0.1592	2.0437382	3.25e-01	4148.35	NUDT21	nudix hydrolase 21
1160	7.29e-02	4.10e-02	0.306	-2.0434593	-6.25e-01	1128.83	CKMT2	creatine kinase, mitochondrial 2
150776	7.29e-02	4.10e-02	0.1374	2.0433035	2.81e-01	1088.5	SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene
10472	7.30e-02	4.11e-02	0.1731	2.042841	3.54e-01	796.43	ZBTB18	zinc finger and BTB domain containing 18
100128882	7.30e-02	4.11e-02	0.4265	2.0428494	8.71e-01	23.06	ZFPM1-AS1	ZFPM1 antisense RNA 1
7620	7.30e-02	4.11e-02	0.1501	-2.0424701	-3.07e-01	358.05	ZNF69	zinc finger protein 69
7277	7.31e-02	4.11e-02	0.5013	2.0422226	1.02	953.19	TUBA4A	tubulin alpha 4a
90639	7.32e-02	4.12e-02	0.1557	2.0416346	3.18e-01	643.18	COX19	cytochrome c oxidase assembly factor COX19
105372709	7.32e-02	4.12e-02	0.468	2.041586	9.55e-01	17.38	LOC105372709	uncharacterized LOC105372709
57496	7.32e-02	4.12e-02	0.1742	2.0412848	3.56e-01	2825.68	MRTFB	myocardin related transcription factor B
107985064	7.32e-02	4.12e-02	0.4956	-2.0412129	-1.01	188.47	LOC107985064	
400604	7.32e-02	4.12e-02	0.2533	-2.0412533	-5.17e-01	23.61	TOB1-AS1	TOB1 antisense RNA 1
105372273	7.32e-02	4.12e-02	0.2736	-2.0412304	-5.58e-01	60.25	LOC105372273	uncharacterized LOC105372273
9564	7.32e-02	4.12e-02	0.1288	2.0410761	2.63e-01	3794.05	BCAR1	BCAR1 scaffold protein, Cas family member
10771	7.33e-02	4.13e-02	0.0939	-2.0407839	-1.92e-01	4669.98	ZMYND11	zinc finger MYND-type containing 11
378884	7.33e-02	4.13e-02	0.2156	-2.0406317	-4.40e-01	67.59	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
55435	7.33e-02	4.13e-02	0.1369	-2.0405093	-2.79e-01	1305.91	AP1AR	adaptor related protein complex 1 associated regulatory protein
5649	7.33e-02	4.13e-02	0.6339	-2.0404599	-1.29	360.17	RELN	reelin
105372282	7.33e-02	4.13e-02	0.1592	-2.0404022	-3.25e-01	280.12	LOC105372282	uncharacterized LOC105372282
85409	7.33e-02	4.13e-02	0.5755	-2.0401922	-1.17	592.59	NKD2	NKD inhibitor of WNT signaling pathway 2
55156	7.34e-02	4.13e-02	0.0933	-2.0400156	-1.90e-01	1574.11	ARMC1	armadillo repeat containing 1
219402	7.34e-02	4.14e-02	0.088	-2.0399232	-1.79e-01	1942.03	MTIF3	mitochondrial translational initiation factor 3
26235	7.34e-02	4.14e-02	0.0885	-2.039772	-1.81e-01	1110.68	FBXL4	F-box and leucine rich repeat protein 4
5925	7.34e-02	4.14e-02	0.1813	-2.0395499	-3.70e-01	2977.41	RB1	RB transcriptional corepressor 1
57630	7.36e-02	4.15e-02	0.1494	2.0384063	3.05e-01	1203.36	SH3RF1	SH3 domain containing ring finger 1
84433	7.36e-02	4.15e-02	0.5153	-2.038456	-1.05	820.28	CARD11	caspase recruitment domain family member 11
22980	7.36e-02	4.15e-02	0.0626	2.0383935	1.28e-01	5800.56	TCF25	transcription factor 25
57719	7.36e-02	4.15e-02	0.1488	2.0382569	3.03e-01	743.93	ANO8	anoctamin 8
8512	7.36e-02	4.15e-02	0.3875	2.0381656	7.90e-01	37.05	MBL1P	mannose binding lectin 1, pseudogene
100505678	7.37e-02	4.16e-02	0.3678	2.037956	7.50e-01	1081.79	STARD4-AS1	STARD4 antisense RNA 1
57794	7.37e-02	4.16e-02	0.0607	2.0375948	1.24e-01	1219.48	SUGP1	SURP and G-patch domain containing 1
392862	7.38e-02	4.16e-02	0.4579	2.0374302	9.33e-01	41.92	GRID2IP	Grid2 interacting protein
100134713	7.38e-02	4.16e-02	0.1785	2.0373141	3.64e-01	1703.99	NDUFB2-AS1	NDUFB2 antisense RNA 1
92344	7.38e-02	4.16e-02	0.1051	-2.0372	-2.14e-01	708.57	GORAB	golgin, RAB6 interacting
7634	7.38e-02	4.16e-02	0.5036	-2.0371534	-1.03	12.14	ZNF80	zinc finger protein 80
379	7.38e-02	4.17e-02	0.397	2.0369932	8.09e-01	1060.41	ARL4D	ADP ribosylation factor like GTPase 4D
10664	7.39e-02	4.17e-02	0.0853	2.0362073	1.74e-01	2522.01	CTCF	CCCTC-binding factor
100873985	7.40e-02	4.17e-02	0.1723	-2.0360854	-3.51e-01	35.63	MED14OS	MED14 opposite strand
653238	7.40e-02	4.18e-02	0.26	2.0359281	5.29e-01	421.45	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)
123720	7.40e-02	4.18e-02	0.151	2.0358608	3.07e-01	739.25	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules
1382	7.41e-02	4.18e-02	0.4511	2.0351318	9.18e-01	681.35	CRABP2	cellular retinoic acid binding protein 2
51643	7.42e-02	4.19e-02	0.1552	-2.0346842	-3.16e-01	2842.76	TMBIM4	transmembrane BAX inhibitor motif containing 4
121536	7.43e-02	4.19e-02	0.1345	-2.034117	-2.74e-01	1192.08	AEBP2	AE binding protein 2
102465532	7.44e-02	4.20e-02	0.5662	-2.0336703	-1.15	12.47	MIR6883	microRNA 6883
1796	7.44e-02	4.20e-02	0.1868	-2.0333859	-3.80e-01	968.72	DOK1	docking protein 1
440354	7.44e-02	4.20e-02	0.1778	2.033249	3.61e-01	430.64	SMG1P2	SMG1 pseudogene 2
950	7.46e-02	4.21e-02	0.1528	-2.0323861	-3.11e-01	12890.97	SCARB2	scavenger receptor class B member 2
8509	7.46e-02	4.21e-02	0.1248	-2.0321372	-2.54e-01	1687.01	NDST2	N-deacetylase and N-sulfotransferase 2
100616367	7.46e-02	4.21e-02	0.5074	2.0320748	1.03	11.32	MIR4467	microRNA 4467
80230	7.46e-02	4.22e-02	0.0805	-2.0320218	-1.64e-01	2132.79	RUFY1	RUN and FYVE domain containing 1
100302237	7.47e-02	4.22e-02	0.3214	-2.0317177	-6.53e-01	19.73	MIR1281	microRNA 1281
285593	7.47e-02	4.22e-02	0.3062	-2.0316816	-6.22e-01	12.28	LINC02995	long intergenic non-protein coding RNA 2995
23522	7.48e-02	4.22e-02	0.176	2.031054	3.57e-01	2595.93	KAT6B	lysine acetyltransferase 6B
611	7.50e-02	4.24e-02	0.2525	-2.029553	-5.13e-01	44.18	OPN1SW	opsin 1, short wave sensitive
406996	7.50e-02	4.24e-02	0.2711	-2.0294562	-5.50e-01	57.14	MIR214	microRNA 214
105370677	7.52e-02	4.25e-02	0.4174	2.0288034	8.47e-01	15.95	LOC105370677	uncharacterized LOC105370677
85444	7.52e-02	4.25e-02	0.19	-2.0284356	-3.85e-01	771.79	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
8218	7.53e-02	4.25e-02	0.2842	-2.0281546	-5.76e-01	350.58	CLTCL1	clathrin heavy chain like 1
11137	7.53e-02	4.26e-02	0.103	2.0278368	2.09e-01	2157.07	PWP1	PWP1 homolog, endonuclein
6319	7.53e-02	4.26e-02	0.3178	-2.0277275	-6.44e-01	5054.95	SCD	stearoyl-CoA desaturase
1314	7.53e-02	4.26e-02	0.0692	2.0276179	1.40e-01	10270.01	COPA	COPI coat complex subunit alpha
2998	7.53e-02	4.26e-02	0.6258	2.0275116	1.27	33.01	GYS2	glycogen synthase 2
26275	7.54e-02	4.26e-02	0.2654	2.0274156	5.38e-01	815.15	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
100133121	7.54e-02	4.26e-02	0.3158	2.0273364	6.40e-01	95.02	FAM27B	family with sequence similarity 27 member B
7343	7.54e-02	4.26e-02	0.0791	2.0272047	1.60e-01	6790.16	UBTF	upstream binding transcription factor
54861	7.54e-02	4.26e-02	0.1714	-2.0271439	-3.47e-01	1818.58	SNRK	SNF related kinase
105371450	7.54e-02	4.27e-02	0.2473	-2.0269506	-5.01e-01	826.46	THBS3-AS1	THBS3 antisense RNA 1
105370337	7.54e-02	4.27e-02	0.2147	2.0269345	4.35e-01	55.51	LOC105370337	uncharacterized LOC105370337
864	7.54e-02	4.27e-02	0.4884	-2.0267118	-9.90e-01	722.6	RUNX3	RUNX family transcription factor 3
84077	7.55e-02	4.27e-02	0.3028	2.0263046	6.14e-01	68.36	C3orf20	chromosome 3 open reading frame 20
5934	7.55e-02	4.27e-02	0.1436	2.0262864	2.91e-01	6327.78	RBL2	RB transcriptional corepressor like 2
107984340	7.55e-02	4.27e-02	0.1286	2.0262096	2.61e-01	1166.87	LOC107984340	uncharacterized LOC107984340
284348	7.56e-02	4.28e-02	0.3008	-2.0259836	-6.09e-01	89.81	LYPD5	LY6/PLAUR domain containing 5
4771	7.56e-02	4.28e-02	0.0769	2.0254585	1.56e-01	1657.4	NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor
101928718	7.57e-02	4.29e-02	0.4748	2.0249211	9.61e-01	16.07	LOC101928718	uncharacterized LOC101928718
653333	7.57e-02	4.29e-02	0.3497	2.0248311	7.08e-01	129.78	FAM86B2	family with sequence similarity 86 member B2
100128494	7.57e-02	4.29e-02	0.208	2.0248201	4.21e-01	4174.18	LOC100128494	uncharacterized LOC100128494
101927651	7.57e-02	4.29e-02	0.4755	2.0248371	9.63e-01	17.9	LINC01927	long intergenic non-protein coding RNA 1927
9651	7.58e-02	4.29e-02	0.4522	2.0244599	9.15e-01	133.69	PLCH2	phospholipase C eta 2
101927423	7.58e-02	4.29e-02	0.2921	2.0243717	5.91e-01	42.69	PANO1	proapoptotic nucleolar protein 1
284805	7.59e-02	4.30e-02	0.5325	-2.0239275	-1.08	13.5	C20orf203	chromosome 20 open reading frame 203
100302736	7.59e-02	4.30e-02	0.1087	-2.0238352	-2.20e-01	701.02	TMED7-TICAM2	TMED7-TICAM2 readthrough
102724316	7.59e-02	4.30e-02	0.2101	-2.0236856	-4.25e-01	2285.61	SVIL-AS1	SVIL antisense RNA 1
55771	7.60e-02	4.31e-02	0.4037	2.0231934	8.17e-01	409.13	PRR11	proline rich 11
23536	7.61e-02	4.31e-02	0.1452	2.022628	2.94e-01	1115.02	ADAT1	adenosine deaminase tRNA specific 1
222235	7.61e-02	4.31e-02	0.4521	-2.0224517	-9.14e-01	150.15	FBXL13	F-box and leucine rich repeat protein 13
401588	7.61e-02	4.31e-02	0.1923	2.0223712	3.89e-01	115.8	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)
83850	7.61e-02	4.31e-02	0.3912	2.0223233	7.91e-01	156.61	ESYT3	extended synaptotagmin 3
645426	7.62e-02	4.32e-02	0.2876	-2.0219571	-5.81e-01	38.03	TMEM191C	transmembrane protein 191C
100271715	7.62e-02	4.32e-02	0.2764	-2.0216574	-5.59e-01	80.58	ARHGEF33	Rho guanine nucleotide exchange factor 33
53833	7.63e-02	4.32e-02	0.4235	-2.0213389	-8.56e-01	34.62	IL20RB	interleukin 20 receptor subunit beta
3690	7.63e-02	4.32e-02	0.5705	2.0212889	1.15	1349.18	ITGB3	integrin subunit beta 3
388753	7.63e-02	4.33e-02	0.1057	-2.0212393	-2.14e-01	416.59	COA6	cytochrome c oxidase assembly factor 6
51104	7.63e-02	4.33e-02	0.1991	2.0211202	4.02e-01	629.13	ABHD17B	abhydrolase domain containing 17B, depalmitoylase
57578	7.63e-02	4.33e-02	0.2337	2.0210374	4.72e-01	51.35	UNC79	unc-79 homolog, NALCN channel complex subunit
57555	7.63e-02	4.33e-02	0.1575	2.0209447	3.18e-01	3499.75	NLGN2	neuroligin 2
171425	7.64e-02	4.33e-02	0.1426	2.0203229	2.88e-01	197.51	CLYBL	citramalyl-CoA lyase
998	7.65e-02	4.34e-02	0.1552	2.0201646	3.14e-01	13339.97	CDC42	cell division cycle 42
84895	7.65e-02	4.34e-02	0.1462	2.0201368	2.95e-01	1034.57	MIGA2	mitoguardin 2
100534595	7.65e-02	4.34e-02	0.0893	2.0199189	1.80e-01	4863.83	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)
203245	7.65e-02	4.34e-02	0.1281	-2.0198797	-2.59e-01	452.19	NAIF1	nuclear apoptosis inducing factor 1
255877	7.66e-02	4.34e-02	0.2706	-2.0193793	-5.47e-01	824.13	BCL6B	BCL6B transcription repressor
200312	7.66e-02	4.34e-02	0.1557	2.0193662	3.14e-01	448.8	RNF215	ring finger protein 215
8689	7.66e-02	4.35e-02	0.6449	-2.0191364	-1.30	18.31	KRT36	keratin 36
388963	7.66e-02	4.35e-02	0.1652	-2.0189519	-3.34e-01	313.46	C2orf81	chromosome 2 open reading frame 81
79366	7.66e-02	4.35e-02	0.2867	-2.0189754	-5.79e-01	533.43	HMGN5	high mobility group nucleosome binding domain 5
105373760	7.67e-02	4.35e-02	0.4284	2.0184354	8.65e-01	12.27	LOC105373760	uncharacterized LOC105373760
286053	7.67e-02	4.36e-02	0.0961	-2.0182399	-1.94e-01	664.8	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
11344	7.67e-02	4.36e-02	0.3169	2.0181811	6.39e-01	3842.26	TWF2	twinfilin actin binding protein 2
84269	7.67e-02	4.36e-02	0.0934	2.0181373	1.89e-01	532.56	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
64778	7.68e-02	4.36e-02	0.2128	-2.0179285	-4.29e-01	8529.16	FNDC3B	fibronectin type III domain containing 3B
9310	7.68e-02	4.36e-02	0.1541	-2.0178294	-3.11e-01	216.08	ZNF235	zinc finger protein 235
283459	7.68e-02	4.36e-02	0.0756	2.0177565	1.52e-01	2354.13	GATC	glutamyl-tRNA amidotransferase subunit C
105372117	7.68e-02	4.36e-02	0.2319	-2.0177144	-4.68e-01	157.74	LOC105372117	replaced by ID 107985152
124995	7.68e-02	4.36e-02	0.1353	-2.0175555	-2.73e-01	1090.03	MRPL10	mitochondrial ribosomal protein L10
25871	7.69e-02	4.37e-02	0.0581	-2.0171895	-1.17e-01	1589.04	NEPRO	nucleolus and neural progenitor protein
665	7.69e-02	4.37e-02	0.1993	-2.016943	-4.02e-01	7886.67	BNIP3L	BCL2 interacting protein 3 like
1101	7.69e-02	4.37e-02	0.4963	-2.0169603	-1.00	80.2	CHAD	chondroadherin
283481	7.70e-02	4.38e-02	0.3201	-2.0164704	-6.45e-01	48.18	FGF14-AS2	FGF14 antisense RNA 2
80173	7.70e-02	4.38e-02	0.1218	2.016345	2.46e-01	1150.37	IFT74	intraflagellar transport 74
114785	7.70e-02	4.38e-02	0.1098	2.0163084	2.21e-01	3453.16	MBD6	methyl-CpG binding domain protein 6
26093	7.70e-02	4.38e-02	0.116	2.0162625	2.34e-01	1056.05	CCDC9	coiled-coil domain containing 9
100129543	7.70e-02	4.38e-02	0.4122	2.0161827	8.31e-01	75.61	ZNF730	zinc finger protein 730
84987	7.71e-02	4.38e-02	0.1615	-2.0159383	-3.26e-01	788.82	COX14	cytochrome c oxidase assembly factor COX14
9856	7.71e-02	4.39e-02	0.4444	-2.0154335	-8.96e-01	31.65	KIAA0319	KIAA0319
1374	7.72e-02	4.39e-02	0.2311	2.0151276	4.66e-01	4607.38	CPT1A	carnitine palmitoyltransferase 1A
100529144	7.72e-02	4.39e-02	0.2115	-2.0149834	-4.26e-01	1038.44	CORO7-PAM16	CORO7-PAM16 readthrough
10226	7.72e-02	4.39e-02	0.1605	-2.0149148	-3.23e-01	3721.45	PLIN3	perilipin 3
1410	7.73e-02	4.40e-02	0.5289	2.0145469	1.07	3209.32	CRYAB	crystallin alpha B
5601	7.73e-02	4.40e-02	0.1099	-2.0144268	-2.21e-01	1427.35	MAPK9	mitogen-activated protein kinase 9
91734	7.73e-02	4.40e-02	0.1528	2.0141461	3.08e-01	67.98	IDI2	isopentenyl-diphosphate delta isomerase 2
8666	7.74e-02	4.40e-02	0.0936	-2.0137929	-1.88e-01	5939.47	EIF3G	eukaryotic translation initiation factor 3 subunit G
6574	7.74e-02	4.40e-02	0.3201	-2.0137525	-6.45e-01	2998.71	SLC20A1	solute carrier family 20 member 1
26040	7.75e-02	4.41e-02	0.2407	-2.013016	-4.85e-01	1127.95	SETBP1	SET binding protein 1
11037	7.76e-02	4.42e-02	0.3972	-2.0125113	-7.99e-01	2786.04	STON1	stonin 1
6992	7.76e-02	4.42e-02	0.145	2.0124162	2.92e-01	3274.58	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
55510	7.76e-02	4.42e-02	0.6592	-2.0123795	-1.33	63.7	DDX43	DEAD-box helicase 43
8038	7.76e-02	4.42e-02	0.5541	-2.0123698	-1.12	3254.14	ADAM12	ADAM metallopeptidase domain 12
90203	7.77e-02	4.42e-02	0.2012	2.012123	4.05e-01	1844.81	SNX21	sorting nexin family member 21
7784	7.77e-02	4.42e-02	0.3978	-2.01199	-8.00e-01	74.88	ZP3	zona pellucida glycoprotein 3
112268147	7.77e-02	4.42e-02	0.2	-2.0117379	-4.02e-01	132	LOC112268147	
5684	7.78e-02	4.43e-02	0.127	2.0111148	2.55e-01	1924.93	PSMA3	proteasome 20S subunit alpha 3
5753	7.80e-02	4.44e-02	0.4372	2.0103745	8.79e-01	38.35	PTK6	protein tyrosine kinase 6
487	7.80e-02	4.44e-02	0.1937	2.0102448	3.89e-01	100.05	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
51716	7.80e-02	4.44e-02	1.0673	-2.0101307	-2.15	95.52	CES1P1	carboxylesterase 1 pseudogene 1
7273	7.80e-02	4.44e-02	0.1444	-2.0099476	-2.90e-01	1521.04	TTN	titin
115548	7.80e-02	4.45e-02	0.2721	-2.0097959	-5.47e-01	2716.61	FCHO2	FCH and mu domain containing endocytic adaptor 2
54855	7.81e-02	4.45e-02	0.4596	-2.0097139	-9.24e-01	1028.6	TENT5C	terminal nucleotidyltransferase 5C
768213	7.81e-02	4.45e-02	0.1737	-2.0094358	-3.49e-01	208.65	MIR671	microRNA 671
102724030	7.81e-02	4.45e-02	0.6731	-2.0093354	-1.35	10.8	LOC102724030	uncharacterized LOC102724030
801	7.82e-02	4.45e-02	0.119	-2.0090649	-2.39e-01	13501.5	CALM1	calmodulin 1
51690	7.82e-02	4.46e-02	0.1451	2.0086619	2.92e-01	2388.01	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
2036	7.82e-02	4.46e-02	0.1331	-2.0086057	-2.67e-01	2026.52	EPB41L1	erythrocyte membrane protein band 4.1 like 1
102723648	7.84e-02	4.47e-02	0.3389	-2.007625	-6.80e-01	36.98	BRPF3-AS1	BRPF3 antisense RNA 1
2683	7.86e-02	4.48e-02	0.21	-2.0067422	-4.21e-01	10215.05	B4GALT1	beta-1,4-galactosyltransferase 1
57176	7.86e-02	4.48e-02	0.099	2.0067015	1.99e-01	1156.52	VARS2	valyl-tRNA synthetase 2, mitochondrial
25843	7.86e-02	4.48e-02	0.0964	2.0064303	1.93e-01	885.27	MOB4	MOB family member 4, phocein
2053	7.87e-02	4.49e-02	0.4487	-2.0060492	-9.00e-01	502.3	EPHX2	epoxide hydrolase 2
57621	7.87e-02	4.49e-02	0.1561	-2.0057554	-3.13e-01	897.04	ZBTB2	zinc finger and BTB domain containing 2
23095	7.88e-02	4.49e-02	0.1949	2.0054626	3.91e-01	3363.77	KIF1B	kinesin family member 1B
114483833	7.88e-02	4.49e-02	0.4423	-2.0054414	-8.87e-01	13.49	H2BK1	H2B.K variant histone 1
112268089	7.88e-02	4.49e-02	0.2819	2.0054343	5.65e-01	316.69	GAPDH-DT	GAPDH divergent transcript
729852	7.88e-02	4.49e-02	0.1134	-2.0053644	-2.27e-01	486.89	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1
105371223	7.89e-02	4.50e-02	0.3954	-2.0045031	-7.93e-01	11.58	LOC105371223	uncharacterized LOC105371223
154791	7.90e-02	4.51e-02	0.1682	2.0041211	3.37e-01	107.81	FMC1	formation of mitochondrial complex V assembly factor 1 homolog
56941	7.90e-02	4.51e-02	0.1315	2.0039441	2.64e-01	951.78	HMCES	5-hydroxymethylcytosine binding, ES cell specific
55312	7.91e-02	4.51e-02	0.2137	2.003685	4.28e-01	1160.93	RFK	riboflavin kinase
9813	7.91e-02	4.51e-02	0.1113	-2.0036189	-2.23e-01	6524.05	EFCAB14	EF-hand calcium binding domain 14
105372712	7.91e-02	4.51e-02	0.5451	2.0033665	1.09	16.85	LINC02970	long intergenic non-protein coding RNA 2970
107986458	7.93e-02	4.52e-02	0.7244	2.0023837	1.45	16.44	LOC107986458	uncharacterized LOC107986458
255743	7.94e-02	4.53e-02	0.3576	-2.0019092	-7.16e-01	976.78	NPNT	nephronectin
5663	7.94e-02	4.53e-02	0.2205	2.001923	4.41e-01	4531.93	PSEN1	presenilin 1
54413	7.95e-02	4.54e-02	0.5849	-2.0012511	-1.17	481.39	NLGN3	neuroligin 3
271	7.95e-02	4.54e-02	0.1713	-2.0011777	-3.43e-01	1918.35	AMPD2	adenosine monophosphate deaminase 2
81831	7.95e-02	4.54e-02	0.2555	-2.0010712	-5.11e-01	393.28	NETO2	neuropilin and tolloid like 2
6810	7.95e-02	4.54e-02	0.1166	-2.0009889	-2.33e-01	2372.15	STX4	syntaxin 4
2199	7.96e-02	4.54e-02	0.4548	2.0007353	9.10e-01	13948.19	FBLN2	fibulin 2
85026	7.96e-02	4.54e-02	0.1205	2.0004996	2.41e-01	412.25	ARRDC1-AS1	ARRDC1 antisense RNA 1
26071	7.96e-02	4.55e-02	0.1112	2.0003572	2.22e-01	1520.43	RTL8A	retrotransposon Gag like 8A
4820	7.96e-02	4.55e-02	0.1911	2.0003088	3.82e-01	6358.31	NKTR	natural killer cell triggering receptor
105376095	7.98e-02	4.56e-02	0.3702	1.9994901	7.40e-01	165.52	LOC105376095	uncharacterized LOC105376095
100033432	7.98e-02	4.56e-02	0.2838	-1.9992112	-5.67e-01	21.54	SNORD116-21	small nucleolar RNA, C/D box 116-21
27013	7.98e-02	4.56e-02	0.1948	1.9991315	3.89e-01	2645.28	CNPPD1	cyclin Pas1/PHO80 domain containing 1
107985289	7.98e-02	4.56e-02	0.4133	1.9990518	8.26e-01	11.35	LOC107985289	uncharacterized LOC107985289
375567	7.98e-02	4.56e-02	0.8264	1.9988694	1.65	242.93	VWC2	von Willebrand factor C domain containing 2
6432	7.99e-02	4.57e-02	0.1328	1.9984339	2.65e-01	5170.93	SRSF7	serine and arginine rich splicing factor 7
1395	8.00e-02	4.57e-02	0.4079	-1.9979484	-8.15e-01	20.52	CRHR2	corticotropin releasing hormone receptor 2
6181	8.00e-02	4.57e-02	0.1982	-1.9978348	-3.96e-01	25596.92	RPLP2	ribosomal protein lateral stalk subunit P2
56288	8.00e-02	4.57e-02	0.2328	1.9977956	4.65e-01	2445.21	PARD3	par-3 family cell polarity regulator
2669	8.00e-02	4.57e-02	0.4803	-1.9977156	-9.60e-01	743.99	GEM	GTP binding protein overexpressed in skeletal muscle
8642	8.00e-02	4.58e-02	0.2664	-1.997672	-5.32e-01	5913.21	DCHS1	dachsous cadherin-related 1
84902	8.00e-02	4.58e-02	0.1418	1.9976684	2.83e-01	994.62	CEP89	centrosomal protein 89
22	8.01e-02	4.58e-02	0.1178	-1.9973762	-2.35e-01	961.09	ABCB7	ATP binding cassette subfamily B member 7
51304	8.01e-02	4.58e-02	0.0855	1.9971998	1.71e-01	3162.87	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3
2239	8.01e-02	4.58e-02	0.3184	1.9971505	6.36e-01	1088.38	GPC4	glypican 4
317719	8.01e-02	4.58e-02	0.3115	-1.9970608	-6.22e-01	17.36	KLHL10	kelch like family member 10
123264	8.02e-02	4.58e-02	0.3232	1.9968108	6.45e-01	83.92	SLC51B	solute carrier family 51 subunit beta
113218477	8.03e-02	4.59e-02	0.1867	1.9959725	3.73e-01	547.5	TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate)
8544	8.03e-02	4.59e-02	0.2151	-1.9959396	-4.29e-01	372.35	PIR	pirin
16	8.04e-02	4.60e-02	0.0825	-1.9951997	-1.65e-01	4430.42	AARS1	alanyl-tRNA synthetase 1
23072	8.04e-02	4.60e-02	0.41	-1.9951546	-8.18e-01	225.51	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
6122	8.05e-02	4.60e-02	0.1612	-1.9950252	-3.22e-01	107372.63	RPL3	ribosomal protein L3
100500808	8.05e-02	4.61e-02	0.4274	1.9948351	8.53e-01	368.86	MIR3917	microRNA 3917
23215	8.05e-02	4.61e-02	0.1434	1.9947543	2.86e-01	11953.27	PRRC2C	proline rich coiled-coil 2C
6002	8.05e-02	4.61e-02	0.2087	1.994748	4.16e-01	1597.43	RGS12	regulator of G protein signaling 12
642924	8.05e-02	4.61e-02	0.4324	1.9947477	8.63e-01	11.23	CIBAR1-DT	CIBAR1 divergent transcript
199870	8.05e-02	4.61e-02	0.1266	1.9945332	2.53e-01	491.43	FAM76A	family with sequence similarity 76 member A
