ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P47102	3.17e-01	1.69e-01	-1.401947	-5.3286603	-0.9434526	ACY3	aminoacylase 3
A_32_P118655	3.17e-01	1.69e-01	-1.401923	-5.3286925	-0.816011	CTBP1	C-terminal binding protein 1
A_24_P841704	3.17e-01	1.69e-01	-1.401911	-5.328708	-1.1687636	LOC101929762	uncharacterized LOC101929762
A_24_P580248	3.17e-01	1.69e-01	-1.401908	-5.3287116	-0.895125		
A_24_P321511	3.17e-01	1.69e-01	-1.401829	-5.3288159	-0.4420499	GOLT1B	golgi transport 1B
A_24_P276385	3.17e-01	1.69e-01	-1.401719	-5.3289611	-0.9913278	SPACA5	sperm acrosome associated 5
A_23_P66988	3.17e-01	1.69e-01	-1.401603	-5.3291141	-1.1879895	ONECUT2	one cut homeobox 2
A_23_P394986	3.17e-01	1.69e-01	-1.401515	-5.3292294	-0.9429768	CREG2	cellular repressor of E1A stimulated genes 2
A_23_P82181	3.17e-01	1.69e-01	-1.401454	-5.3293099	-0.6480977	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
A_23_P397238	3.17e-01	1.69e-01	-1.401361	-5.3294329	-0.6517457	FKBP1A	FK506 binding protein 1A
A_32_P104075	3.17e-01	1.69e-01	1.401341	-5.3294599	0.4288226	PAK2	p21 (RAC1) activated kinase 2
A_24_P156734	3.17e-01	1.69e-01	-1.401287	-5.3295307	-1.130514	LOC149373	uncharacterized LOC149373
A_32_P30130	3.18e-01	1.69e-01	-1.400929	-5.330002	-1.0210187		
A_32_P133464	3.18e-01	1.69e-01	-1.400901	-5.3300395	-0.9369909		
A_24_P24890	3.18e-01	1.69e-01	-1.400869	-5.3300817	-0.3725338		
A_24_P927614	3.18e-01	1.69e-01	-1.400756	-5.3302298	-1.1757505		
A_23_P88083	3.18e-01	1.69e-01	1.40074	-5.3302512	0.5667	CDC16	cell division cycle 16
A_23_P39067	3.18e-01	1.69e-01	-1.400627	-5.3304006	-0.6548748	SPIB	Spi-B transcription factor
A_23_P24457	3.18e-01	1.69e-01	-1.40062	-5.3304095	-0.454201	LRRC4C	leucine rich repeat containing 4C
A_23_P161563	3.18e-01	1.69e-01	1.400602	-5.3304332	0.7127622	RAB38	RAB38, member RAS oncogene family
A_32_P849423	3.18e-01	1.69e-01	-1.400584	-5.3304566	-1.3333041		
A_23_P110167	3.18e-01	1.69e-01	1.400556	-5.3304939	0.6283381	MGST2	microsomal glutathione S-transferase 2
A_23_P204048	3.18e-01	1.69e-01	1.400407	-5.3306907	0.4711484	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
A_24_P185347	3.18e-01	1.69e-01	-1.40039	-5.3307129	-0.5488358	MBD1	methyl-CpG binding domain protein 1
A_23_P4179	3.18e-01	1.69e-01	-1.400376	-5.3307308	-0.9120124	LINC00483	long intergenic non-protein coding RNA 483
A_24_P916866	3.18e-01	1.69e-01	-1.400309	-5.3308194	-1.3704348		
A_23_P20139	3.18e-01	1.70e-01	-1.400182	-5.3309868	-1.1666791	TAS2R3	taste 2 receptor member 3
A_24_P144499	3.18e-01	1.70e-01	1.400125	-5.331062	0.8341928	PPIAL4A	peptidylprolyl isomerase A like 4A
A_24_P930049	3.18e-01	1.70e-01	-1.399978	-5.3312551	-1.059941		
A_23_P67555	3.18e-01	1.70e-01	-1.39996	-5.3312792	-0.9143473	APBA3	amyloid beta precursor protein binding family A member 3
A_24_P192434	3.18e-01	1.70e-01	-1.399909	-5.3313464	-0.4968812	TERF1	telomeric repeat binding factor 1
A_32_P9986	3.18e-01	1.70e-01	-1.399896	-5.331363	-1.1791162		
A_24_P399454	3.18e-01	1.70e-01	1.399793	-5.3314985	0.8101999	EXOC3L2	exocyst complex component 3 like 2
A_32_P96043	3.18e-01	1.70e-01	-1.399767	-5.3315332	-1.2160628		
A_24_P247039	3.18e-01	1.70e-01	-1.399749	-5.3315563	-0.8688223	LOC647115	translation initiation factor IF-2
A_23_P92213	3.18e-01	1.70e-01	-1.399703	-5.3316173	-0.8372865	ABHD10	abhydrolase domain containing 10
A_23_P158829	3.18e-01	1.70e-01	1.399536	-5.3318374	0.4473779	ARRB2	arrestin beta 2
A_24_P598999	3.18e-01	1.70e-01	-1.399528	-5.3318476	-1.0070238		
A_23_P142345	3.18e-01	1.70e-01	-1.399431	-5.3319757	-0.9269584	PRTN3	proteinase 3
A_32_P41292	3.18e-01	1.70e-01	1.399356	-5.3320736	0.4848465	VDAC2	voltage dependent anion channel 2
A_23_P5742	3.18e-01	1.70e-01	-1.399178	-5.3323081	-0.5173995	CCDC121	coiled-coil domain containing 121
A_24_P205184	3.18e-01	1.70e-01	-1.399142	-5.3323559	-0.9819515	LINC00907	long intergenic non-protein coding RNA 907
A_23_P43557	3.18e-01	1.70e-01	-1.399141	-5.3323578	-1.0083122	DENND1A	DENN domain containing 1A
A_23_P45059	3.18e-01	1.70e-01	1.399077	-5.3324415	0.3963678	DOCK1	dedicator of cytokinesis 1
A_23_P39386	3.18e-01	1.70e-01	1.399023	-5.3325132	0.5817285	HCST	hematopoietic cell signal transducer
A_23_P49009	3.18e-01	1.70e-01	-1.398867	-5.3327184	-0.730083	LPCAT4	lysophosphatidylcholine acyltransferase 4
A_23_P135494	3.18e-01	1.70e-01	1.398829	-5.3327681	0.7699872	CLIC4	chloride intracellular channel 4
A_32_P83891	3.18e-01	1.70e-01	-1.398786	-5.3328239	-1.0638771		
A_24_P338757	3.18e-01	1.70e-01	-1.39874	-5.3328856	-0.441853	USPL1	ubiquitin specific peptidase like 1
A_23_P44794	3.18e-01	1.70e-01	-1.398605	-5.3330626	-1.1824568	RAB3C	RAB3C, member RAS oncogene family
A_32_P160348	3.18e-01	1.70e-01	-1.398511	-5.3331863	-1.0619286		
A_23_P302116	3.18e-01	1.70e-01	-1.398351	-5.3333965	-0.4768693	PPFIA1	PTPRF interacting protein alpha 1
A_23_P5718	3.18e-01	1.70e-01	-1.398286	-5.3334827	-1.344442	CHRNG	cholinergic receptor nicotinic gamma subunit
A_24_P237443	3.18e-01	1.70e-01	-1.398283	-5.3334869	-0.4660854	SASH3	SAM and SH3 domain containing 3
A_23_P211141	3.18e-01	1.70e-01	-1.398175	-5.3336284	-0.9760979	DSCAM	DS cell adhesion molecule
A_23_P501745	3.18e-01	1.70e-01	1.398145	-5.3336677	0.3735387	PEX10	peroxisomal biogenesis factor 10
A_24_P323425	3.18e-01	1.70e-01	-1.398131	-5.333686	-0.7147778	DZANK1	double zinc ribbon and ankyrin repeat domains 1
A_23_P67101	3.18e-01	1.70e-01	-1.398112	-5.3337116	-1.1245795	ZIM3	zinc finger imprinted 3
A_32_P98072	3.18e-01	1.70e-01	-1.398101	-5.3337258	-1.2011796	TCHH	trichohyalin
AT_W_M	3.19e-01	1.70e-01	-1.397926	-5.3339562	-0.9388062		
A_24_P331150	3.19e-01	1.70e-01	-1.397891	-5.3340024	-0.9362817	CYP4F22	cytochrome P450 family 4 subfamily F member 22
A_23_P209678	3.19e-01	1.70e-01	-1.397806	-5.3341133	-0.5308841	PLEK	pleckstrin
A_23_P99437	3.19e-01	1.70e-01	-1.397806	-5.3341133	-0.3472282	ING1	inhibitor of growth family member 1
A_23_P209183	3.19e-01	1.70e-01	1.397805	-5.3341146	0.3421286	COLGALT1	collagen beta(1-O)galactosyltransferase 1
A_24_P911259	3.19e-01	1.70e-01	-1.397757	-5.334178	-0.6541816	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
A_23_P345575	3.19e-01	1.70e-01	1.397431	-5.3346064	0.6030382	FOXO3	forkhead box O3
A_23_P97054	3.19e-01	1.70e-01	-1.397289	-5.3347941	-1.2739126	PLA2G2F	phospholipase A2 group IIF
A_32_P23333	3.19e-01	1.70e-01	-1.397206	-5.3349031	-1.0726057	SNRPN	small nuclear ribonucleoprotein polypeptide N
A_23_P83278	3.19e-01	1.70e-01	1.397202	-5.3349075	0.6541464	CHMP5	charged multivesicular body protein 5
A_24_P622468	3.19e-01	1.70e-01	-1.397129	-5.3350045	-0.9415966		
A_24_P385326	3.19e-01	1.70e-01	-1.39695	-5.3352398	-0.9605378	PEAR1	platelet endothelial aggregation receptor 1
A_23_P56146	3.19e-01	1.70e-01	-1.396861	-5.3353565	-1.0147135	RAX2	retina and anterior neural fold homeobox 2
A_23_P500892	3.19e-01	1.71e-01	-1.396832	-5.3353939	-0.4597843	TUB	tubby bipartite transcription factor
A_32_P528311	3.19e-01	1.71e-01	-1.396832	-5.3353948	-1.0060232	RTN4RL2	reticulon 4 receptor-like 2
A_24_P655243	3.19e-01	1.71e-01	-1.39683	-5.3353967	-1.0409124	LOC105378997	basic salivary proline-rich protein 2
A_23_P209564	3.19e-01	1.71e-01	-1.396523	-5.3358002	-0.7403586	CYBRD1	cytochrome b reductase 1
A_23_P29365	3.19e-01	1.71e-01	-1.39647	-5.3358694	-0.674393	RYBP	RING1 and YY1 binding protein
A_23_P42251	3.19e-01	1.71e-01	-1.396364	-5.3360093	-0.6207323	PRR3	proline rich 3
A_23_P18824	3.19e-01	1.71e-01	-1.396336	-5.3360458	-0.359536	PAPD7	poly(A) RNA polymerase D7, non-canonical
A_32_P389544	3.19e-01	1.71e-01	-1.396321	-5.3360653	-1.0541194	ASXL3	additional sex combs like 3, transcriptional regulator
A_32_P228277	3.19e-01	1.71e-01	-1.396261	-5.3361445	-0.8959176		
A_32_P186157	3.19e-01	1.71e-01	-1.396224	-5.3361939	-0.6010125	LRRC27	leucine rich repeat containing 27
A_23_P155900	3.19e-01	1.71e-01	-1.396079	-5.3363842	-0.9901862	NPFFR2	neuropeptide FF receptor 2
A_23_P130343	3.19e-01	1.71e-01	1.396037	-5.3364393	0.7458679	KCTD1	potassium channel tetramerization domain containing 1
A_24_P374984	3.19e-01	1.71e-01	-1.396037	-5.3364396	-1.231737		
A_23_P211899	3.19e-01	1.71e-01	1.395936	-5.3365717	0.4542898		
A_23_P116371	3.19e-01	1.71e-01	-1.395821	-5.3367224	-0.9704683	MS4A1	membrane spanning 4-domains A1
A_23_P14649	3.19e-01	1.71e-01	1.395711	-5.3368678	0.7531879	ANP32A-IT1	ANP32A intronic transcript 1
A_23_P162525	3.19e-01	1.71e-01	1.395617	-5.3369903	0.8586698	UTP20	UTP20, small subunit processome component
A_32_P187704	3.19e-01	1.71e-01	-1.395555	-5.3370717	-1.2112673		
A_23_P422849	3.19e-01	1.71e-01	-1.395488	-5.3371605	-0.8316004	FERD3L	Fer3-like bHLH transcription factor
A_23_P339773	3.19e-01	1.71e-01	-1.395374	-5.3373104	-0.38554	TPRG1L	tumor protein p63 regulated 1-like
A_24_P156153	3.20e-01	1.71e-01	-1.395158	-5.3375933	-1.1417621	DPY19L3	dpy-19 like 3 (C. elegans)
A_23_P145244	3.20e-01	1.71e-01	-1.395011	-5.3377868	-0.8104987	ZSCAN26	zinc finger and SCAN domain containing 26
A_23_P354341	3.20e-01	1.71e-01	-1.394984	-5.3378223	-0.7485446	CD160	CD160 molecule
A_32_P113566	3.20e-01	1.71e-01	-1.394917	-5.3379102	-1.0341064	BTBD9	BTB domain containing 9
A_24_P628683	3.20e-01	1.71e-01	-1.394743	-5.3381379	-1.3544984		
A_24_P566891	3.20e-01	1.71e-01	-1.394681	-5.338219	-0.5015809	ARF1	ADP ribosylation factor 1
A_24_P76821	3.20e-01	1.71e-01	-1.394665	-5.3382401	-1.4117523	LMOD3	leiomodin 3
A_24_P143492	3.20e-01	1.71e-01	-1.394547	-5.3383954	-0.6531753	BCAS4	breast carcinoma amplified sequence 4
A_24_P419058	3.20e-01	1.71e-01	-1.394457	-5.3385133	-1.1880348	ADGRV1	adhesion G protein-coupled receptor V1
A_23_P124335	3.20e-01	1.71e-01	1.394299	-5.3387212	0.8704577		
A_23_P211997	3.20e-01	1.71e-01	-1.394145	-5.3389225	-0.5187362	SEC22C	SEC22 homolog C, vesicle trafficking protein
A_23_P16537	3.20e-01	1.71e-01	1.394143	-5.3389249	0.4856695	ELL	elongation factor for RNA polymerase II
A_23_P378526	3.20e-01	1.71e-01	1.393951	-5.3391768	0.3576519	RTEL1	regulator of telomere elongation helicase 1
A_23_P40919	3.20e-01	1.71e-01	-1.393884	-5.3392647	-1.0309238	ADGRG7	adhesion G protein-coupled receptor G7
A_24_P757370	3.20e-01	1.71e-01	-1.393874	-5.3392781	-0.9939376		
A_24_P940290	3.20e-01	1.71e-01	-1.393772	-5.3394121	-1.1643357		
A_32_P168605	3.20e-01	1.71e-01	-1.39371	-5.3394929	-0.9509807	PCDH10	protocadherin 10
A_23_P48570	3.20e-01	1.71e-01	-1.393634	-5.3395936	-1.021623	DHRS2	dehydrogenase/reductase 2
A_23_P217958	3.20e-01	1.71e-01	1.393618	-5.3396137	0.6296784	HK1	hexokinase 1
A_23_P329890	3.20e-01	1.71e-01	1.393614	-5.3396201	0.4078589	TMEM136	transmembrane protein 136
A_23_P327307	3.20e-01	1.72e-01	1.393469	-5.3398099	0.5167101	PAK2	p21 (RAC1) activated kinase 2
A_24_P798709	3.20e-01	1.72e-01	-1.393351	-5.3399645	-0.5318705	NIPAL2	NIPA like domain containing 2
A_24_P478556	3.20e-01	1.72e-01	-1.393274	-5.3400658	-0.7586693	BOLA3-AS1	BOLA3 antisense RNA 1 (head to head)
A_23_P147970	3.20e-01	1.72e-01	-1.393268	-5.3400733	-0.8569845		
A_24_P916031	3.20e-01	1.72e-01	-1.393258	-5.3400865	-1.4128369		
A_32_P151263	3.20e-01	1.72e-01	-1.393238	-5.340112	-0.8745499	SLC2A4	solute carrier family 2 member 4
A_23_P52067	3.20e-01	1.72e-01	-1.393167	-5.340206	-0.8339363	GRHL3	grainyhead like transcription factor 3
A_24_P327084	3.20e-01	1.72e-01	-1.393166	-5.3402076	-1.0133145	PRSS33	protease, serine 33
A_23_P201823	3.20e-01	1.72e-01	1.393054	-5.3403542	0.6798125	TOR1AIP2	torsin 1A interacting protein 2
A_24_P610961	3.20e-01	1.72e-01	-1.392925	-5.3405233	-0.9491359		
A_23_P212914	3.20e-01	1.72e-01	-1.392919	-5.3405307	-0.6477516	RUFY3	RUN and FYVE domain containing 3
A_24_P487877	3.20e-01	1.72e-01	-1.392753	-5.3407481	-1.0989796		
A_32_P441305	3.20e-01	1.72e-01	-1.392542	-5.3410255	-1.4495185	AP5Z1	adaptor related protein complex 5 zeta 1 subunit
A_23_P40926	3.20e-01	1.72e-01	-1.392528	-5.3410438	-1.0585459	DGKG	diacylglycerol kinase gamma
A_24_P923654	3.20e-01	1.72e-01	-1.392492	-5.3410909	-1.0839556		
A_24_P326739	3.20e-01	1.72e-01	-1.392487	-5.3410969	-1.1517728	GLS2	glutaminase 2
A_32_P224234	3.20e-01	1.72e-01	-1.392481	-5.3411048	-1.0295211	LOC645195	uncharacterized LOC645195
A_24_P698128	3.21e-01	1.72e-01	-1.392313	-5.3413258	-1.0022948		
A_24_P133475	3.21e-01	1.72e-01	1.392291	-5.3413541	0.5696882	DHRS1	dehydrogenase/reductase 1
A_23_P212160	3.21e-01	1.72e-01	1.39228	-5.3413686	0.4612165	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog
A_23_P31489	3.21e-01	1.72e-01	1.392219	-5.3414485	0.3443964	URGCP	upregulator of cell proliferation
A_23_P422933	3.21e-01	1.72e-01	1.392054	-5.3416648	0.4463801	ARHGAP20	Rho GTPase activating protein 20
A_23_P214876	3.21e-01	1.72e-01	-1.391948	-5.3418029	-0.4159992	JARID2	jumonji and AT-rich interaction domain containing 2
A_24_P60845	3.21e-01	1.72e-01	-1.391871	-5.3419039	-0.8772504	ACHE	acetylcholinesterase (Cartwright blood group)
A_32_P461784	3.21e-01	1.72e-01	-1.391807	-5.3419887	-0.861377	LOC100422526	proteasome activator subunit 3 pseudogene
A_24_P59211	3.21e-01	1.72e-01	-1.391686	-5.3421474	-1.0483487		
A_24_P393787	3.21e-01	1.72e-01	1.391653	-5.3421906	0.4358618	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
A_24_P852082	3.21e-01	1.72e-01	-1.391542	-5.3423356	-0.4888485	BBIP1	BBSome interacting protein 1
A_23_P104689	3.21e-01	1.72e-01	-1.391532	-5.3423487	-0.6168048	RELA	RELA proto-oncogene, NF-kB subunit
A_24_P936327	3.21e-01	1.72e-01	-1.391463	-5.3424391	-1.0834207		
A_23_P410040	3.21e-01	1.72e-01	-1.391394	-5.3425291	-1.083657	KCNH7	potassium voltage-gated channel subfamily H member 7
A_23_P393670	3.21e-01	1.72e-01	-1.39132	-5.3426262	-1.2748656	SALL3	spalt like transcription factor 3
A_23_P109442	3.21e-01	1.72e-01	1.391033	-5.3430018	0.556338	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2
A_32_P102718	3.21e-01	1.72e-01	-1.390963	-5.3430936	-0.9004963		
A_24_P382026	3.21e-01	1.72e-01	1.390883	-5.3431982	0.4824019	MIF4GD	MIF4G domain containing
A_24_P359441	3.21e-01	1.72e-01	-1.390792	-5.3433175	-1.1171881	CRYBB3	crystallin beta B3
A_24_P323148	3.21e-01	1.72e-01	-1.390767	-5.3433499	-0.7747436	LYPD5	LY6/PLAUR domain containing 5
A_23_P90436	3.21e-01	1.72e-01	-1.39075	-5.3433719	-0.8701316	COMP	cartilage oligomeric matrix protein
A_32_P183451	3.21e-01	1.72e-01	-1.390523	-5.34367	-1.042887		
A_23_P208172	3.21e-01	1.72e-01	-1.390522	-5.3436707	-0.5310893	ZNF613	zinc finger protein 613
A_23_P410746	3.21e-01	1.72e-01	-1.390404	-5.3438259	-1.1055556	LMTK2	lemur tyrosine kinase 2
A_23_P44083	3.21e-01	1.72e-01	1.39033	-5.343922	0.478212	GFPT1	glutamine--fructose-6-phosphate transaminase 1
A_24_P200694	3.21e-01	1.72e-01	1.390205	-5.3440866	0.555206	RING1	ring finger protein 1
A_24_P6850	3.21e-01	1.72e-01	1.390193	-5.3441019	0.593216		
A_24_P170103	3.21e-01	1.73e-01	1.390139	-5.3441727	0.667598		
A_23_P93524	3.21e-01	1.73e-01	-1.390117	-5.3442011	-0.4741282	SAMD3	sterile alpha motif domain containing 3
A_32_P11372	3.21e-01	1.73e-01	-1.390062	-5.3442727	-0.4033167	FGF7P6	fibroblast growth factor 7 pseudogene 6
A_23_P208416	3.21e-01	1.73e-01	1.389903	-5.3444813	0.53585	SLC35E1	solute carrier family 35 member E1
A_23_P334555	3.21e-01	1.73e-01	-1.389813	-5.3445991	-0.6705821	PES1	pescadillo ribosomal biogenesis factor 1
A_24_P280660	3.21e-01	1.73e-01	-1.389752	-5.3446789	-0.8289534	TREML1	triggering receptor expressed on myeloid cells like 1
A_24_P651859	3.21e-01	1.73e-01	-1.389718	-5.3447237	-1.0530906		
A_24_P265383	3.22e-01	1.73e-01	-1.389655	-5.344806	-1.2019284		
A_24_P391868	3.22e-01	1.73e-01	-1.389476	-5.3450403	-1.0201911	CPLX2	complexin 2
A_32_P204753	3.22e-01	1.73e-01	-1.389442	-5.3450839	-1.2326571		
A_23_P76071	3.22e-01	1.73e-01	-1.389434	-5.3450942	-0.9579742	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
A_23_P309779	3.22e-01	1.73e-01	1.389394	-5.3451473	0.626007	N4BP2	NEDD4 binding protein 2
A_24_P213956	3.22e-01	1.73e-01	-1.389268	-5.3453115	-1.3067659	SLC4A3	solute carrier family 4 member 3
A_32_P227769	3.22e-01	1.73e-01	-1.389196	-5.3454056	-0.9941108		
A_23_P334123	3.22e-01	1.73e-01	1.389158	-5.3454558	0.4879914	ITFG1	integrin alpha FG-GAP repeat containing 1
A_32_P212272	3.22e-01	1.73e-01	-1.388922	-5.3457637	-0.9391165		
A_23_P20832	3.22e-01	1.73e-01	-1.388898	-5.3457962	-0.6872173	SPTAN1	spectrin alpha, non-erythrocytic 1
A_24_P538403	3.22e-01	1.73e-01	-1.388888	-5.3458082	-0.4544036	ROCK1	Rho associated coiled-coil containing protein kinase 1
A_23_P353905	3.22e-01	1.73e-01	-1.388836	-5.3458773	-0.6700678	DUSP16	dual specificity phosphatase 16
A_32_P3066	3.22e-01	1.73e-01	-1.388819	-5.3458986	-0.9844747		
A_32_P58018	3.22e-01	1.73e-01	-1.3888	-5.3459242	-1.0597916		
A_24_P930384	3.22e-01	1.73e-01	-1.388677	-5.3460849	-0.8268634		
A_23_P327462	3.22e-01	1.73e-01	-1.388545	-5.3462577	-1.0335749	RFX6	regulatory factor X6
A_24_P278460	3.22e-01	1.73e-01	-1.388492	-5.3463268	-0.4375565	FAR1	fatty acyl-CoA reductase 1
A_32_P73184	3.22e-01	1.73e-01	-1.388484	-5.3463371	-1.2162693		
A_23_P385084	3.22e-01	1.73e-01	-1.388462	-5.346366	-0.9472912	LUZP1	leucine zipper protein 1
A_32_P200934	3.22e-01	1.73e-01	-1.388454	-5.3463763	-0.4432384	HELLS	helicase, lymphoid-specific
A_23_P156168	3.22e-01	1.73e-01	-1.38833	-5.3465389	-1.1582604		
A_23_P212977	3.22e-01	1.73e-01	-1.388328	-5.3465416	-1.0599227	OTUD4	OTU deubiquitinase 4
A_23_P371777	3.22e-01	1.73e-01	-1.388317	-5.3465547	-0.9874191		
A_32_P200773	3.22e-01	1.73e-01	1.388231	-5.3466673	0.643689		
A_23_P208870	3.22e-01	1.73e-01	1.388203	-5.3467039	0.3975989	AKT2	AKT serine/threonine kinase 2
A_24_P372012	3.22e-01	1.73e-01	1.388192	-5.3467185	0.659738	ICA1	islet cell autoantigen 1
A_23_P83953	3.22e-01	1.73e-01	1.38814	-5.3467863	0.5358212		
A_24_P926125	3.22e-01	1.73e-01	1.388131	-5.3467987	0.3010108	LOC390705	protein phosphatase 2 regulatory subunit B'', beta pseudogene
A_23_P118158	3.22e-01	1.73e-01	-1.388077	-5.3468696	-1.0145831	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
A_23_P107724	3.22e-01	1.73e-01	-1.388049	-5.346906	-0.8930829	ZNF112	zinc finger protein 112
A_24_P299034	3.22e-01	1.73e-01	-1.38791	-5.3470873	-1.1795861	BACH1	BTB domain and CNC homolog 1
A_32_P161327	3.22e-01	1.73e-01	-1.387782	-5.3472551	-0.8562345		
A_32_P220625	3.22e-01	1.73e-01	-1.387716	-5.3473412	-0.7999658		
A_23_P34325	3.22e-01	1.73e-01	-1.387674	-5.3473961	-1.0966368	LRP8	LDL receptor related protein 8
A_23_P303286	3.22e-01	1.73e-01	-1.387583	-5.3475145	-1.2252117	RPTN	repetin
A_24_P890357	3.22e-01	1.73e-01	-1.387551	-5.3475565	-1.3061046		
A_24_P234242	3.22e-01	1.73e-01	-1.387263	-5.3479331	-0.636423	ACADL	acyl-CoA dehydrogenase, long chain
A_23_P163541	3.22e-01	1.73e-01	-1.387149	-5.3480815	-0.8603762		
A_23_P407840	3.22e-01	1.73e-01	1.387121	-5.3481186	0.4437015	FNDC1	fibronectin type III domain containing 1
A_23_P384499	3.22e-01	1.73e-01	1.386917	-5.3483839	0.5369123	RPTOR	regulatory associated protein of MTOR complex 1
A_32_P185766	3.22e-01	1.73e-01	-1.386901	-5.3484056	-0.4798258		
A_24_P930551	3.22e-01	1.73e-01	-1.386861	-5.3484575	-0.973137	LOC100507412///RNA5-8S5	uncharacterized LOC100507412///RNA, 5.8S ribosomal 5
A_24_P282227	3.22e-01	1.74e-01	-1.386853	-5.3484685	-0.9420716	CA8	carbonic anhydrase 8
A_23_P37949	3.22e-01	1.74e-01	1.386798	-5.3485392	0.5457665	THOC6	THO complex 6
A_32_P62571	3.22e-01	1.74e-01	1.386777	-5.3485672	0.4003076	RBM8A	RNA binding motif protein 8A
A_24_P168925	3.22e-01	1.74e-01	-1.386763	-5.3485858	-1.0233024	CHRDL1	chordin like 1
A_24_P157370	3.22e-01	1.74e-01	-1.38661	-5.3487849	-0.6191683	IL17RB	interleukin 17 receptor B
A_23_P215109	3.22e-01	1.74e-01	-1.386596	-5.348804	-1.2210809	CPA5	carboxypeptidase A5
A_32_P105110	3.23e-01	1.74e-01	-1.386442	-5.3490046	-0.8212494		
A_32_P177097	3.23e-01	1.74e-01	1.386421	-5.3490322	0.4446923	ZNF557	zinc finger protein 557
A_23_P139881	3.23e-01	1.74e-01	1.386353	-5.3491206	0.6333096	CCND2	cyclin D2
A_23_P200940	3.23e-01	1.74e-01	1.386287	-5.3492071	0.504674	PPIH	peptidylprolyl isomerase H
A_23_P140362	3.23e-01	1.74e-01	-1.386233	-5.3492778	-1.2408238	VRTN	vertebrae development associated
A_24_P204664	3.23e-01	1.74e-01	1.386049	-5.3495176	0.3983816		
A_23_P116168	3.23e-01	1.74e-01	-1.385992	-5.3495927	-0.2861002	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils
A_24_P935054	3.23e-01	1.74e-01	-1.38592	-5.3496863	-0.5683318		
A_32_P232647	3.23e-01	1.74e-01	-1.385761	-5.3498933	-1.3601775		
A_24_P147398	3.23e-01	1.74e-01	-1.385751	-5.349906	-0.8338515	VPS53	VPS53, GARP complex subunit
A_32_P137632	3.23e-01	1.74e-01	1.385526	-5.3501998	0.6873224	FBXL17	F-box and leucine rich repeat protein 17
A_23_P89529	3.23e-01	1.74e-01	1.385486	-5.3502519	0.4469062		
A_32_P52386	3.23e-01	1.74e-01	-1.385466	-5.3502783	-0.900366	HOTTIP	HOXA distal transcript antisense RNA
A_24_P28619	3.23e-01	1.74e-01	-1.385398	-5.3503668	-0.5165306	ANGEL2	angel homolog 2
A_24_P943370	3.23e-01	1.74e-01	-1.385381	-5.350389	-1.3491422		
A_23_P310540	3.23e-01	1.74e-01	-1.385238	-5.3505754	-1.0029456	LCE4A	late cornified envelope 4A
A_23_P128126	3.23e-01	1.74e-01	1.385217	-5.3506039	0.3580799		
A_23_P9677	3.23e-01	1.74e-01	-1.385191	-5.3506377	-0.818303	SEMA4C	semaphorin 4C
A_23_P155404	3.23e-01	1.74e-01	-1.38502	-5.3508604	-0.9064602	CNTN6	contactin 6
A_23_P252491	3.23e-01	1.74e-01	1.384895	-5.351023	0.4591952	PDZD11	PDZ domain containing 11
A_23_P39375	3.23e-01	1.74e-01	-1.384759	-5.3512011	-1.1717257	KLHL26	kelch like family member 26
A_24_P227585	3.23e-01	1.74e-01	-1.38473	-5.351238	-1.1021889	GPALPP1	GPALPP motifs containing 1
A_24_P201960	3.23e-01	1.74e-01	-1.384645	-5.3513495	-0.4280347	CCDC85C	coiled-coil domain containing 85C
A_24_P378794	3.23e-01	1.74e-01	-1.384506	-5.3515307	-0.6438738	HAPLN4	hyaluronan and proteoglycan link protein 4
A_32_P381957	3.23e-01	1.74e-01	-1.384478	-5.3515678	-1.3264704	VN1R4	vomeronasal 1 receptor 4
A_32_P143530	3.23e-01	1.74e-01	-1.384433	-5.3516263	-0.8420311		
A_23_P404565	3.23e-01	1.74e-01	-1.384377	-5.3516987	-0.5520981	SLC2A11	solute carrier family 2 member 11
A_24_P794892	3.23e-01	1.74e-01	-1.384261	-5.3518499	-1.0249542		
A_23_P16006	3.23e-01	1.74e-01	-1.38413	-5.3520208	-0.36214	ZNF600	zinc finger protein 600
A_24_P916927	3.23e-01	1.74e-01	-1.384046	-5.3521299	-0.7048663	DGKE	diacylglycerol kinase epsilon
A_23_P78244	3.23e-01	1.74e-01	1.383979	-5.3522174	0.5473802	LOC100287525	uncharacterized LOC100287525
A_23_P109345	3.23e-01	1.74e-01	1.383945	-5.3522615	0.4894359	PTTG1IP	pituitary tumor-transforming 1 interacting protein
A_24_P298174	3.23e-01	1.74e-01	1.383927	-5.3522848	1.1309927	CBX1	chromobox 1
