Gene_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
ENSG00000156097	6	1	3	4	1	10	2	8	6	4	0	4	6	3	0	14
ENSG00000142224	0	0	16	2	48	0	5	19	30	11	205	6	1	4	30	1
ENSG00000204518	0	9	9	0	3	0	2	2	12	14	11	1	35	9	1	42
ENSG00000258817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142227	2542	1857	2817	2688	1876	1675	2560	2176	2349	883	1486	1689	2102	1176	1878	1003
ENSG00000258811	3	2	0	1	3	3	0	8	3	3	2	5	0	1	0	11
ENSG00000258810	77	16	15	39	27	11	39	30	1	0	5	1	12	1	2	3
ENSG00000258813	123	107	165	96	119	104	80	173	179	155	160	198	123	163	98	222
ENSG00000157429	44	78	60	61	59	89	44	77	69	73	82	61	59	88	93	136
ENSG00000219074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214298	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000274705	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ENSG00000219073	0	0	0	0	0	0	0	0	14	14	10	0	9	2	8	0
ENSG00000214293	63	132	87	60	83	142	71	107	109	126	114	120	114	128	116	226
ENSG00000096968	759	588	589	897	707	800	781	746	563	467	433	984	364	407	310	572
ENSG00000214290	44	98	37	40	59	89	58	130	164	77	107	141	50	184	34	326
ENSG00000214297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272834	14	5	8	1	14	2	11	9	1	6	9	6	7	10	1	5
ENSG00000113583	1669	2432	3205	2658	2185	1924	1745	2478	2042	1628	2335	2194	1454	1667	2007	1933
ENSG00000113580	2178	1303	1975	2423	1766	2477	1902	1893	689	431	574	714	589	608	551	571
ENSG00000269388	8	16	2	9	9	15	1	14	10	4	4	4	8	8	2	3
ENSG00000120963	1111	925	1070	902	1076	1219	1114	1208	973	928	930	1111	915	872	1169	1005
ENSG00000099889	220	386	256	238	169	510	109	285	413	434	424	502	241	392	459	469
ENSG00000177707	108	310	288	153	207	624	144	254	208	106	165	253	170	129	153	156
ENSG00000177706	1974	1414	2028	1443	2435	1518	1846	1900	1279	572	1192	685	888	937	919	370
ENSG00000258101	6	7	4	4	8	7	6	10	11	12	12	25	6	8	9	40
ENSG00000258100	12	7	13	6	9	7	7	9	0	0	0	1	6	1	0	0
ENSG00000258107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177700	3830	4461	4472	3555	4255	3551	2236	4122	5811	3227	4124	4132	3876	3332	3686	4498
ENSG00000256948	3	2	2	6	14	5	11	15	8	3	2	3	4	3	0	2
ENSG00000258108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250330	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000250331	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000250332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250334	4	5	3	3	5	12	3	6	5	1	4	3	0	2	3	18
ENSG00000250337	4	1	0	1	5	0	1	4	2	0	0	0	1	0	0	0
ENSG00000250338	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000217929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102910	1602	2143	2226	1758	1808	2497	1539	2176	2447	2015	2932	2868	1945	2918	2103	3309
ENSG00000282511	3	0	1	5	1	2	2	4	3	0	5	2	4	0	0	7
ENSG00000273591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143171	3	9	2	5	1	41	10	2	12	9	10	31	29	38	19	82
ENSG00000004534	2586	3029	2051	1801	2413	2831	2006	3617	3592	3871	5355	4191	2579	4880	2882	4883
ENSG00000143179	347	279	487	413	492	349	387	354	758	552	899	623	496	1365	455	1071
ENSG00000143178	110	117	67	106	117	109	81	111	80	97	127	61	59	92	71	56
ENSG00000280306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211514	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211513	1	1	2	0	5	0	0	0	2	3	4	4	1	3	3	2
ENSG00000070371	324	185	290	157	342	179	130	287	172	95	196	153	146	264	79	355
ENSG00000282308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103353	770	1385	1477	982	1188	1197	829	1350	1578	1202	1850	2165	1343	1651	1194	1931
ENSG00000214748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103351	293	453	553	387	366	508	239	387	604	325	647	782	351	420	654	642
ENSG00000230102	2	4	0	0	0	0	0	0	3	1	0	7	2	1	10	0
ENSG00000103356	376	357	630	449	467	485	301	553	817	401	1076	765	773	895	444	941
ENSG00000103355	0	4	58	1	8	1	1	44	4	2	3	8	6	5	3	1
ENSG00000211518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154485	4	27	14	17	22	43	8	17	5	3	7	7	3	2	4	9
ENSG00000135801	440	362	452	441	403	476	450	454	661	516	668	626	520	529	561	570
ENSG00000280302	5	13	2	1	3	3	1	5	0	1	1	1	1	2	3	0
ENSG00000227123	3	1	0	0	1	0	0	0	1	1	5	7	4	1	0	1
ENSG00000227121	0	0	0	1	0	0	1	0	0	0	0	0	0	0	154	0
ENSG00000227120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000227125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227124	97	158	121	117	113	189	80	129	107	127	147	140	123	174	126	266
ENSG00000174579	727	719	695	681	576	1017	758	782	714	586	781	761	611	670	568	982
ENSG00000267549	45	26	18	31	33	15	28	26	23	28	76	73	15	143	31	167
ENSG00000119401	351	554	478	469	457	570	300	486	1029	497	491	596	379	650	300	953
ENSG00000119402	1500	1396	1632	1512	1519	1970	1167	1588	2059	1571	2087	1810	1705	1766	2045	1918
ENSG00000119403	711	618	686	746	653	791	467	693	567	350	395	1657	842	372	446	837
ENSG00000250486	48	45	53	79	53	41	30	71	33	24	39	35	48	30	12	60
ENSG00000267544	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
ENSG00000250484	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000250485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119408	1947	1416	3003	2641	2685	1126	1987	2183	2132	2195	3172	1374	1677	3748	1741	2040
ENSG00000250483	3	5	1	2	4	1	0	1	2	3	5	8	2	2	0	3
ENSG00000250480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278080	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000206808	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099260	917	1576	1854	1129	1871	1306	1104	1759	1817	1062	1661	1346	1834	1675	2397	531
ENSG00000278084	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0
ENSG00000278085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008294	3401	2562	3153	5413	3563	3063	2275	2975	3578	3269	3901	4040	2933	3009	4622	2859
ENSG00000206800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107159	12	19	5	10	4	17	9	6	2	1	2	21	2	1	1	9
ENSG00000223756	31	120	47	12	87	167	22	50	12	21	31	56	21	45	10	29
ENSG00000186458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ENSG00000223750	4	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223751	0	1	0	0	0	3	0	2	0	0	0	0	1	3	0	1
ENSG00000196466	76	100	93	82	78	94	94	92	144	143	127	178	116	166	146	171
ENSG00000279973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279971	2	0	0	0	0	1	0	1	0	0	0	0	3	2	0	0
ENSG00000279970	47	17	26	8	13	26	33	19	17	15	43	5	4	18	27	67
ENSG00000279977	1	1	0	1	5	0	11	2	0	4	7	0	2	7	0	0
ENSG00000279976	0	0	1	0	0	0	0	0	3	1	1	1	1	2	3	4
ENSG00000263535	3	19	13	11	16	5	7	16	18	58	27	30	28	115	46	117
ENSG00000186334	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000186335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263531	1	2	0	3	1	0	4	1	3	4	4	1	1	3	7	9
ENSG00000114503	962	1507	1559	1018	1182	1407	958	1435	1632	1212	1790	1878	1212	1378	1058	1455
ENSG00000135632	342	488	443	469	362	532	323	524	719	586	747	585	505	476	550	593
ENSG00000263538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263539	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0
ENSG00000130758	224	231	293	178	268	265	176	240	369	301	383	318	264	328	271	214
ENSG00000176476	274	377	305	282	239	589	282	357	414	259	385	267	212	294	256	436
ENSG00000136059	304	250	263	285	304	320	195	366	265	244	280	284	190	263	130	431
ENSG00000176472	368	270	415	315	257	315	265	335	819	585	857	396	445	503	1018	285
ENSG00000176473	145	173	161	109	154	186	96	175	291	177	325	284	199	374	207	447
ENSG00000227337	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000136051	2809	1765	2533	3308	2348	1933	2390	2321	1984	1689	2543	1547	1995	2033	2073	1965
ENSG00000136052	249	329	377	447	344	211	367	362	585	561	479	455	400	354	486	481
ENSG00000209482	1	11	4	0	3	0	2	2	2	0	3	4	4	2	0	5
ENSG00000248281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144476	639	654	1294	801	1025	522	525	1165	542	359	464	1236	216	655	744	407
ENSG00000248283	6	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0
ENSG00000248282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248285	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248286	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248288	1	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0
ENSG00000261668	9	1	1	4	5	7	0	5	3	0	0	6	0	10	3	5
ENSG00000261669	3	10	1	1	8	2	0	9	2	8	8	13	12	9	1	6
ENSG00000258951	2	2	4	0	4	2	0	3	2	4	6	8	3	4	0	10
ENSG00000188191	311	1496	1084	501	784	1293	450	837	389	214	335	591	332	273	254	533
ENSG00000266449	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113851	1074	1156	1067	996	961	1484	730	1086	1057	723	1076	760	610	782	721	966
ENSG00000269072	234	144	464	241	172	111	345	149	26	11	17	20	53	14	40	8
ENSG00000188199	11	9	14	2	9	10	2	10	5	8	17	13	21	20	4	43
ENSG00000271335	28	25	10	10	32	16	17	46	30	30	20	32	20	25	14	42
ENSG00000181649	46	13	65	26	39	21	26	50	30	11	27	146	18	24	21	3
ENSG00000100519	844	1022	1081	776	993	1001	724	1025	1479	1037	1544	1334	957	1022	1307	1327
ENSG00000140575	10386	7821	13233	13316	11342	9911	10168	10107	12923	9829	14270	9938	11457	11122	13921	10868
ENSG00000278654	3	2	6	1	1	0	7	1	2	2	4	1	1	2	0	1
ENSG00000270598	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260289	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260288	7	3	4	7	11	3	3	3	1	3	4	8	0	0	0	10
ENSG00000135587	122	94	166	147	145	104	151	119	277	206	222	356	183	189	265	271
ENSG00000260282	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0
ENSG00000260281	257	404	424	305	340	494	264	304	293	233	398	370	269	338	345	294
ENSG00000260280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260286	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	4
ENSG00000260285	51	49	16	25	25	49	26	51	117	83	113	76	74	146	25	234
ENSG00000260284	0	0	0	0	0	0	2	0	0	1	2	0	0	5	0	0
ENSG00000189319	869	1382	1444	836	780	1112	819	1025	1550	670	1405	860	959	1161	1399	2339
ENSG00000222409	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4
ENSG00000222408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189316	20	45	11	11	18	16	16	15	13	16	5	28	6	48	9	46
ENSG00000235555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262668	26	22	21	29	17	18	7	10	15	24	24	15	15	24	14	26
ENSG00000262663	10	4	0	0	14	2	3	3	10	6	5	15	12	9	2	8
ENSG00000262662	37	58	50	50	43	71	34	56	68	34	70	80	72	60	56	66
ENSG00000262660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104518	1565	1626	1766	1304	1506	1718	1455	1774	1889	1502	1518	1781	1279	1171	1944	1494
ENSG00000104517	2503	2476	2878	2521	2756	3591	2228	2806	3535	2701	3856	3372	2457	3532	3213	3674
ENSG00000281010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224678	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000275468	1	2	0	0	2	0	0	1	2	2	1	0	0	3	2	2
ENSG00000163738	160	114	128	118	102	147	134	139	150	106	193	287	98	198	97	240
ENSG00000273598	0	0	1	0	3	3	0	0	1	1	0	1	0	0	5	1
ENSG00000260131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000260132	0	2	1	0	0	2	0	2	1	0	1	1	0	1	0	2
ENSG00000260135	20	0	0	43	7	7	20	14	1	0	1	0	0	2	0	3
ENSG00000260134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260137	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000224677	1	1	4	0	3	1	3	5	1	0	2	7	4	1	2	5
ENSG00000260139	31	5	7	9	16	30	4	12	10	5	19	8	15	14	8	8
ENSG00000279684	0	2	2	5	1	2	3	7	0	0	0	1	0	0	0	0
ENSG00000279687	1	0	0	3	2	2	2	3	2	0	1	4	1	2	2	11
ENSG00000279686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279681	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000224674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279683	4	0	2	2	1	3	0	0	0	0	1	1	1	0	0	0
ENSG00000279682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163734	153	15	119	56	171	18	96	97	4	2	12	44	5	14	3	14
ENSG00000278419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271049	0	0	0	0	1	1	1	0	2	1	2	2	2	1	0	4
ENSG00000224672	1	0	0	1	0	0	3	0	1	1	1	6	0	2	0	0
ENSG00000218857	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0
ENSG00000278418	6	3	0	0	0	0	1	0	3	1	1	2	2	0	0	0
ENSG00000271538	8	3	2	5	2	4	5	15	3	2	0	0	0	1	0	3
ENSG00000272380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278416	4	2	0	0	9	2	4	3	4	5	0	2	23	5	1	3
ENSG00000278370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224671	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278376	35	21	29	12	12	32	26	35	40	29	15	15	10	21	21	21
ENSG00000278374	0	0	0	0	2	2	0	4	3	0	2	4	1	0	0	1
ENSG00000072571	106	115	104	64	95	14	52	42	134	106	116	855	193	53	131	840
ENSG00000145916	724	1170	916	625	773	1194	648	911	1761	1201	1828	1536	1015	1347	1142	1533
ENSG00000265598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145912	733	1539	1600	837	807	1086	903	1380	2235	1539	2662	1920	1223	1735	1346	2123
ENSG00000145911	262	177	189	109	145	344	180	136	203	181	193	205	172	143	190	261
ENSG00000151468	1434	2415	979	706	1247	3822	1970	1055	434	315	117	262	254	82	1029	66
ENSG00000265595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145919	591	1262	1283	864	901	1277	602	1160	875	670	923	1170	627	728	700	943
ENSG00000265593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268516	98	102	115	118	114	72	68	180	96	84	78	144	66	80	46	139
ENSG00000256442	0	0	1	1	3	2	1	1	1	0	1	4	3	2	2	4
ENSG00000268510	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000278410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268518	28	6	14	11	18	11	12	13	24	23	13	14	40	31	8	30
ENSG00000281747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278129	175	115	195	159	130	193	145	180	235	172	231	243	152	224	158	200
ENSG00000160410	1338	774	1160	1103	1123	809	1110	908	1348	1010	1174	1130	1125	1101	1214	900
ENSG00000264167	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ENSG00000278123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259025	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000256443	3	2	1	0	1	0	0	2	1	1	4	7	4	8	1	11
ENSG00000259024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254568	134	134	116	53	102	200	88	72	52	47	59	107	35	53	60	52
ENSG00000254565	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
ENSG00000254564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088205	1402	1511	1622	1609	1463	1743	1105	1613	2155	1429	2575	2311	1614	1789	1549	1935
ENSG00000254566	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254561	2	2	1	1	0	3	2	0	0	0	3	1	0	0	0	4
ENSG00000254560	20	11	24	33	28	1	25	23	0	3	0	2	0	0	0	1
ENSG00000254563	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108559	761	847	1018	1044	867	959	694	922	1436	1049	1683	1785	1071	1234	1146	1318
ENSG00000264160	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000178425	675	687	787	839	705	729	690	858	503	352	550	729	352	489	398	594
ENSG00000108551	166	200	574	173	434	99	247	543	4898	3432	5404	983	2204	3372	2915	2732
ENSG00000178429	0	0	0	0	1	1	0	0	0	0	2	2	0	0	1	1
ENSG00000151065	337	476	494	528	397	572	272	514	617	405	793	528	432	548	503	544
ENSG00000151062	409	107	139	229	154	71	130	141	62	41	59	55	69	55	29	61
ENSG00000108556	269	247	200	293	214	301	238	253	248	189	206	265	173	228	263	309
ENSG00000108557	977	1267	1800	1097	1657	1399	843	2228	1361	851	1024	2836	1247	1446	1285	1718
ENSG00000226199	0	1	0	0	2	4	1	0	0	0	0	0	0	0	0	0
ENSG00000236195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226194	16	45	12	25	26	110	9	14	7	2	6	8	5	8	2	4
ENSG00000226197	8	3	3	9	8	8	10	0	0	0	0	0	1	0	2	0
ENSG00000226196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000226193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236197	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	2
ENSG00000264168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000197575	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2
ENSG00000002016	229	232	143	164	186	244	114	311	267	266	275	245	176	373	126	398
ENSG00000183444	63	53	51	42	61	31	31	63	71	68	104	54	79	96	82	63
ENSG00000259753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207242	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000207243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207245	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
ENSG00000207247	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000207248	0	1	2	0	0	0	0	2	0	0	1	4	1	1	0	2
ENSG00000207249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139572	228	46	70	84	54	9	63	104	13	9	11	7	18	4	5	1
ENSG00000201367	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000139574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139579	433	491	624	556	534	557	390	654	606	401	495	649	381	480	451	584
ENSG00000259752	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000236199	36	10	22	19	11	23	20	28	29	20	29	33	16	15	14	14
ENSG00000265411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166152	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000166153	9	9	8	6	7	7	1	8	5	7	5	14	4	16	2	37
ENSG00000201368	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166159	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225180	1	0	0	0	2	2	0	1	0	0	0	3	0	0	0	1
ENSG00000135269	1189	951	1452	1301	1094	973	941	1095	2092	1993	2405	3247	2143	1916	3491	1262
ENSG00000237571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189129	120	100	107	68	133	110	33	68	289	134	122	58	91	243	65	71
ENSG00000260070	0	2	0	0	3	2	4	0	0	2	1	1	0	1	2	0
ENSG00000260071	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5
ENSG00000260072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189120	168	99	197	27	350	42	202	231	29	34	48	37	37	60	28	49
ENSG00000260078	4	2	5	3	10	1	3	13	0	0	1	6	3	3	3	2
ENSG00000189127	0	1	7	0	6	1	0	14	6	2	2	3	3	7	5	9
ENSG00000263361	0	4	2	3	2	0	0	1	0	3	2	4	0	2	0	15
ENSG00000265417	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000168646	102	507	601	215	697	402	169	600	691	407	860	568	333	542	803	633
ENSG00000252284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156983	605	512	623	543	587	837	495	622	737	622	794	846	598	789	617	591
ENSG00000128709	302	409	476	218	457	595	292	674	720	397	427	670	563	544	662	455
ENSG00000128708	594	720	812	698	628	774	514	668	903	529	916	1250	617	643	740	870
ENSG00000154118	32	23	116	73	85	14	28	64	23	11	10	18	5	5	15	19
ENSG00000154114	588	1028	917	802	726	1048	570	806	609	434	714	609	435	569	447	599
ENSG00000254675	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7
ENSG00000147246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000137936	236	415	368	306	208	377	241	416	303	302	448	365	258	425	547	228
ENSG00000211990	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000211997	1	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0
ENSG00000211995	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183196	118	12	148	201	129	8	89	86	901	477	159	346	286	451	289	146
ENSG00000183199	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ENSG00000197976	1528	1637	1407	1235	1644	1717	1276	1811	1861	1620	1877	1701	1557	1608	1322	1581
ENSG00000269931	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000197977	124	179	195	173	173	32	270	219	52	26	82	94	33	51	21	28
ENSG00000154803	829	468	496	415	797	762	314	857	510	331	403	471	394	573	263	610
ENSG00000266809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
